rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl,title
4.5,"Super amazing movie, no need to get wordy on this. It's an all around fantastic film beginning to end , I wanted more at the end. Worth the $ and then some",Annette S,False,False,False,False,4.5,"Oct 28, 2015",Annette S,/user/id/912316251,RT,912316251,,The Martian
4.5,Very good I was very well entertained. Worth to be seen and educational,Michel G,False,False,False,False,4.5,"Oct 28, 2015",Michel G,/user/id/795616390,RT,795616390,https://graph.facebook.com/v3.3/796620719/picture,The Martian
4.0,"Thrilling, smart and just the proper amount of humor make this a must see for not only genre lovers but movie lovers alike.  

Matt Damon spends most of his screen time solo.  Not since Castaway has such a feat been pulled off with such impeccability.",Tony L,False,False,False,False,4.0,"Oct 28, 2015",Tony L,/user/id/889090528,RT,889090528,https://graph.facebook.com/v3.3/1445880345/picture,The Martian
3.5,Pretty dece.  Maximum Damon.,Jeffrey D,False,False,False,False,3.5,"Oct 28, 2015",Jeffrey D,/user/id/877524831,RT,877524831,https://graph.facebook.com/v3.3/1546793867/picture,The Martian
5.0,"Never had this much fun in a Ridley Scott film and I still can't believe Sir Ridley is the man in the chair behind this. Kudos also to Matt Damon, who delivers a funny(yes funny)relatable and brilliant performance, assisted in no small measure by an outstanding supporting cast. This is the film of the year, at times humorous, suspenseful, dramatic and dire, well executed, adapted and cinematic, The Martian is the reason we go to the movies. Bravo. Mr. Scott and Mr. Damon best have a seat close to the Oscars stage come February and they best be looking sharp! Applause Mr. Damon, many applause and welcome back Sir. Ridley, we missed you.",Nathan M,False,False,False,False,5.0,"Oct 28, 2015",Nathan M,/user/id/889828791,RT,889828791,https://graph.facebook.com/v3.3/1109149502/picture,The Martian
5.0,This movie was an excellent adaption of the novel . . .  Matt Damon was awesome. You won't be disappointed!,Alan D,False,False,False,False,5.0,"Oct 28, 2015",Alan D,/user/id/940716759,RT,940716759,,The Martian
4.5,Everything was great except for one 30 minute part which took place all on Earth. The stuff on Mars was much more interesting.,Brian J,False,False,False,False,4.5,"Oct 28, 2015",Brian J,/user/id/970951620,RT,970951620,,The Martian
5.0,Wonderful acting and imaginative story,Linda B,False,False,False,False,5.0,"Oct 28, 2015",Linda B,/user/id/895388239,RT,895388239,,The Martian
4.5,"All the best bits of Apollo 13 but in a future scenario rather than a true past scenarioshows what a knife edge of safety our astronauts are always on, and how the romance of space travel can be replaced by fear and urgent danger in a heartbeat. Loved the appearance of Pathfinder too......a great reference point for making the film seem like it could, if made in 100 years time, be based on a true story.",Charlie B,False,False,False,False,4.5,"Oct 28, 2015",Charlie B,/user/id/794229052,RT,794229052,https://graph.facebook.com/v3.3/660130842/picture,The Martian
3.5,A little slow but entertaining.,Rocco B,False,False,False,False,3.5,"Oct 28, 2015",Rocco B,/user/id/972030796,RT,972030796,,The Martian
4.0,"Enjoyed this movie, recommend seeing it.",Nathan B,False,False,False,False,4.0,"Oct 28, 2015",Nathan B,/user/id/921754089,RT,921754089,,The Martian
3.0,Well made and entertaining take on what the future might bring in relation to our first visits to Mars. It is amazing what lengths people will go to save a person in distress.,Scott R,False,False,False,False,3.0,"Oct 28, 2015",Scott R,/user/id/710784925,RT,710784925,,The Martian
5.0,"'The Martian' is one of the best movie of the year.. It's a faithful story of human spirit that smart, funny and breath-taking.. A very rare combination for Science Fiction movie which make it surprisingly perfect. It is also the best performance from Matt Damon along his entire acting career...",Tevi S,False,False,False,False,5.0,"Oct 28, 2015",Tevi S,/user/id/839043428,RT,839043428,https://graph.facebook.com/v3.3/708132299/picture,The Martian
4.5,"Seul sur Mars possède une qualité que beaucoup de films se déroulant dans l'espace non pas : Seul sur Mars est un film léger. Aussi drôle que passionnant, le dernier film de Ridley Scott évite de distiller des réflexions philosophiques pour faire comme les copains et se concentre sur l'aspect scientifique et ironique d'un homme coincé et bien vivant sur Mars. Aux côtés de l'excellent Matt Damon, on retrouve un ensemble cast parfaitement bien géré par un Ridley Scott qui n'avait pas fait un aussi bon film depuis près de 19 ans. Visuellement splendide, parfaitement rythmé et surtout extrêmement bien écrit, Seul sur Mars est un des meilleurs films de ce deuxième semestre.",Camille L,False,False,False,False,4.5,"Oct 28, 2015",Camille L,/user/id/826015906,RT,826015906,https://graph.facebook.com/v3.3/772168443/picture,The Martian
5.0,"What's not to like?!  An excellent film to engross yourself in.  Having not yet read the book I was unsure what to expect, I wasn't sure I was quite ready for another Gravtiy-type-2-hrs-of-stress film.  This film was better.  It had the right balance of action, storytelling, character development, great acting and enough of a crescendo that I was gripping my seat.  Stand out performances from Damon, Chastain, Daniels and Bean.  Oh, and anyone who does not get the Elrond pun is no friend of mine!!",Pip D,False,False,False,False,5.0,"Oct 28, 2015",Pip D,/user/id/784333401,RT,784333401,https://graph.facebook.com/v3.3/585935290/picture,The Martian
4.5,Very good and every act did a great job,Matt G,False,False,False,False,4.5,"Oct 28, 2015",Matt G,/user/id/962429005,RT,962429005,,The Martian
5.0,Not a space guy after Interstellar and Gravity but this is my favorite movie of 2015.,Brian M,False,False,False,False,5.0,"Oct 28, 2015",Brian M,/user/id/971769579,RT,971769579,,The Martian
4.5,"There's a few physics screw-ups but other than that, it's a pretty entertaining movie about survival and the lengths we go to stay alive despite the odds.",Drewby T,False,False,False,False,4.5,"Oct 28, 2015",Drewby T,/user/id/783144286,RT,783144286,https://graph.facebook.com/v3.3/211201988/picture,The Martian
4.5,"I do not want to deceive you, you can prove itself true or not I gave the movie link, 
please open this link

http://bit.ly/1PPUcDE

I hope you are not disappointed open a link from me, because it is the correct link, 
try to register to watch a movie or download",Agustina T,False,False,False,False,4.5,"Oct 28, 2015",Agustina T,/user/id/972062820,RT,972062820,https://graph.facebook.com/v3.3/103527540010610/picture,The Martian
5.0,I thought it was done very well and I advise everyone to check it out. Had a very good story line and makes you wonder what does really go on that we are not aware of.,Monica Y,False,False,False,False,5.0,"Oct 28, 2015",Monica Y,/user/id/948865185,RT,948865185,https://graph.facebook.com/v3.3/100000045564829/picture,The Martian
3.5,Good movie.....there were a few dry parts but still good.,Kelli M,False,False,False,False,3.5,"Oct 28, 2015",Kelli M,/user/id/782750626,RT,782750626,https://graph.facebook.com/v3.3/522276484/picture,The Martian
5.0,"Fantastic. more scientific, awesome.",Kabita K,False,False,False,False,5.0,"Oct 28, 2015",Kabita K,/user/id/972061994,RT,972061994,https://graph.facebook.com/v3.3/842695332518767/picture,The Martian
5.0,"Great entertainment -- period!  Love the science, which is why it is so believable.  Will excuse the opening sand storm which is impossible on Mars, but worth the trip to see in 3D.  We're gonna see it again!",Jerry L,False,False,False,False,5.0,"Oct 28, 2015",Jerry L,/user/id/908260369,RT,908260369,,The Martian
0.5,"What a disappointment this movie was after the high score it achieved on rotten tomatoes. The story was implausible, the ending was ridiculous, i found it rather tedious. the casting was contrived (perfectly racially/ gender mixed crews, and launch control staff).. There are no storms on mars. the idea of flying around in space and getting saved by one arms length from drifting into space forever is absurd. Spending 1 billion dollars or more to save one man... the mutiny by the highly trained space crew.. altogether ridiculous..",Paul B,False,False,False,False,0.5,"Oct 28, 2015",Paul B,/user/id/908779603,RT,908779603,,The Martian
4.5,"I really enjoyed this well realised Sci-Fi movie, directed by Ridley Scott. The acting, many practical special effects scenes, the science, all excellent; saw this in 3D. 2nd viewing  9/10 Rev 283",Lee P,False,False,False,False,4.5,"Oct 28, 2015",Lee P,/user/id/939978648,RT,939978648,,The Martian
4.0,Solve problem one by one,Jackie L,False,False,False,False,4.0,"Oct 28, 2015",Jackie L,/user/id/890807084,RT,890807084,https://graph.facebook.com/v3.3/1420340039/picture,The Martian
4.0,"American cinema's favourite damsel in distress, Matt Damon, once again acts as the catalyst for a troupe of better men (and women) to come to his aid, albeit with the new twist that this one concentrates on his efforts to last until rescue rather than the valiant efforts of his saviours, as did Saving Private Ryan and Interstellar.  This is sci-fi with an emphasis on science, and the layperson does have to take a fair bit on faith.  Still, it's a testament to Ridley Scott's status as a modern master that even though you know where it's going and you're pretty sure you know how it's going to get there, this one remains engaging if not fascinating pretty much to the end.",Timothy A,False,False,False,False,4.0,"Oct 28, 2015",Timothy A,/user/id/845150042,RT,845150042,https://graph.facebook.com/v3.3/1363615929/picture,The Martian
5.0,Very entertaining even if the artificial gravity on the space station was a bit silly!,Brian M,False,False,False,False,5.0,"Oct 28, 2015",Brian M,/user/id/942419414,RT,942419414,,The Martian
4.0,"The Martian
The first novel by American Andy Weir and published himself in 2011, the story tells the life of Mark Watney American astronaut struggling to stay alive after he left by mistake on Mars alone.
DREW GODDARD wonderful scenario for interested does not only protect you hear every word Btaatqal but love understand. Mesh strange affection on one of the best people who Ptketb scenario Adihm and knowing of movies like that before Ze The Cabin in the Woods and Cloverfield and World War Z Series can be the most important and Lost.
Ze director RIDLEY SCOTT type of directors Elly says its better than any words to say about him. Why is the film Gladiator and Kingdom of Heaven director and Hannibal and Déjà Vu and Prometheus and The Grey and Robin Hood and The A-Team and American Gangster and In Her Shoes and Matchstick Men and Black Hawk Down and Alien And then add them film uniform The Martian It remains the lowest and says his Tsepha is talking about. But possible to say that his film with him and de Prometheus and Alien made him one of the best directors of sci-fi movies, if not the best.
Much needs to speak the location filming in the desert of Jordan, brother ^ _ ^ splendor of the plains and mountains and desert Elly you Pttejelha film along the surface of Mars is the planet Earth. Barda and say that we are in Egypt we have the desert and places Elly possible after the film be uniform de tourist attraction of nothing but we give up a little of our bureaucracy Elly Mesh Aktar.
Matt Damon on the performance of the astronaut wonderful world of plants on the planet alone and the amount of laughter Elly Basdrh At the same time the governor of the personal form of hard Elly Ptusband death every moment. You maintain the integrity of the character is supposed to be an astronaut and scientist at the same time inform the laughter of the film is what personal image deformation de difficult thing and Ihsplh.
Beautiful people Jessica Chastain and Michael Peña and Jeff Daniels and Sean Bean and role Altqil for Chiwetel Ejiofor. And Elly Aajpny role truth, though small, which appeared in three scenes including the supposed scene Maithsph Bs scenes Altanien small but summit laughter and Alatnen considered are the basis of the idea of ??the film is Donald Glover Elly is Rich Purnell in the film affection the role of the scientist in NASA young Unknown but is that leads the idea of ??the rescue operation in the first appearance in the comic scene and the second appearance of the first Comedy Aktar, a Bicherh his idea to the director of NASA's ""Teddy"": D
The Martian movie Htnjeh his idea for Interstellar to reason that the idea of ??the film is simple and light bacterium idea Interstellar can there take you in periods of the film do not understand what is happening AT.
A lot of people Berbtoa between NASA's discovery of water on Mars and the start of the film, such as promoting but I do Aatqdash that along with important scientific uniforms NASA remains de dealing with them. But film mesh imagination that he is grown on Mars because it provided the actual cultivation factors It is natural in such films she Mesh Ptkhalq scientific ideas out of nowhere because the writer and director mesh scientists but the formation of theories and research papers written actually followed by space agencies and institutes of scientific research but formation of Lessa in the framework of theories .
The film is simple and wonderful idea and the actors' performance is very good and it is important to the comedy ? Recommended To Watch",Ahmed A,False,False,False,False,4.0,"Oct 28, 2015",Ahmed A,/user/id/972060763,RT,972060763,https://graph.facebook.com/v3.3/915690955182162/picture,The Martian
5.0,"Excellent movie. Kept me on my toes the entire movie. We all enjoyed it, even my 9 and 7 year old.",Kyle K,False,False,False,False,5.0,"Oct 28, 2015",Kyle K,/user/id/870796432,RT,870796432,https://graph.facebook.com/v3.3/671573071/picture,The Martian
4.5,"What a great time at the movies! Drew Goddard penned a fantastic screenplay and Ridley Scott turned it into a heck of a movie! All of the characters were brilliantly cast. I loved the balance of prestigious award-nominated actors and comedic ones, with Matt Damon perfect in a role that required both. While there was not nearly as much tension as you'd expect for a story like this, especially when compared to Gravity or Interstellar, which it undoubtedly will be, the witty and well timed humor more than make up for it. I was enthralled in this story for every second and while some parts might occasionally seem unbelievable, I bought just about every decision, performance, and beat throughout. Easily one of my top 5 theater experiences this year, and excellent in IMAX3D! ~ A-",Brad S,False,True,False,False,4.5,"Oct 27, 2015",Brad S,/user/id/798866349,RT,798866349,https://graph.facebook.com/v3.3/613876589/picture,The Martian
5.0,"The best thing about this movie is that it doesn't bother wasting anybody's time with pointless subplots or heavy-handed exposition.  It remains focused and runs seamlessly, with refreshingly empathetic and well-written characters bolstering it the whole way.  Hopefully, I'll be able to say the same thing about the Prometheus sequel.",Jt F,False,False,False,False,5.0,"Oct 27, 2015",Jt F,/user/id/909437029,RT,909437029,,The Martian
3.0,The most over-rated movie of the year in my opinion.,William D,False,False,False,False,3.0,"Oct 27, 2015",William D,/user/id/961212628,RT,961212628,,The Martian
3.5,Ridley Scott's first directorial effort bearing substance up to par with style this decade. Damon's surprisingly upbeat response to being stranded on an inhospitable planet takes this film up a notch over what it would have been otherwise.,Gimly M,False,True,False,False,3.5,"Oct 27, 2015",Gimly M,/user/id/861960467,RT,861960467,https://graph.facebook.com/v3.3/584658586/picture,The Martian
5.0,"Simply put... Worth seeing ...Best  2 hours, 14 minutes spent at the movies this year . Matt Damon is Oscar worthy, Ridley Scott a force to be reckoned with for Best Director. Plus an outstanding cast , Its entertaining, thrilling and humorous.",Tom W,False,False,False,False,5.0,"Oct 27, 2015",Tom W,/user/id/906723123,RT,906723123,,The Martian
4.0,This was a great movie. But all that space stuff and spinning makes me motion sick. Lol,Stephanie C,False,False,False,False,4.0,"Oct 27, 2015",Stephanie C,/user/id/816150915,RT,816150915,https://graph.facebook.com/v3.3/1137544413/picture,The Martian
5.0,Excelente pelÃ­cula la trama te mantiene al margen en todo momento y los efectos 3D son espectaculares.,Elias S,False,False,False,False,5.0,"Oct 27, 2015",Elias S,/user/id/794024022,RT,794024022,https://graph.facebook.com/v3.3/757124458/picture,The Martian
3.0,"Felt like I was watching a movie filmed on Mars...spectacular...but, I have seen this movie before, it was called ""Castaway"" and starred Tom Hanks, only the setting was different.",Kevin J,False,False,False,False,3.0,"Oct 27, 2015",Kevin J,/user/id/800029084,RT,800029084,https://graph.facebook.com/v3.3/652297917/picture,The Martian
4.5,"Love it....de las ultimas 20 peliculas q he visto,,esta fue la mejor de todas...me encanto,,la recomiendo full...",Yuderka D,False,False,False,False,4.5,"Oct 27, 2015",Yuderka D,/user/id/820211846,RT,820211846,https://graph.facebook.com/v3.3/1145242681/picture,The Martian
5.0,proves that Matt Damon can carry a movie mostly by himself.,Dale K,False,False,False,False,5.0,"Oct 27, 2015",Dale K,/user/id/972056940,RT,972056940,,The Martian
5.0,This was a wonderful movie! Serious sometimes and funny at other times.,Sherryl B,False,False,False,False,5.0,"Oct 27, 2015",Sherryl B,/user/id/945299788,RT,945299788,,The Martian
5.0,Very good movie must see,Chris S,False,False,False,False,5.0,"Oct 27, 2015",Chris S,/user/id/910064938,RT,910064938,,The Martian
4.5,"Fantastic movie, never new science could grip my attention for so long lol",Ryan H,False,False,False,False,4.5,"Oct 27, 2015",Ryan H,/user/id/963865958,RT,963865958,,The Martian
4.5,"The Martian is everything I hoped it would be and more.  It is science fiction that falls heavily on the science side of that term, which means the movie is intelligent and doesn't condescend to the audience.  Yet they also took time to have fun with the story, and perhaps stretched logic a little at times.  There is a fair amount of comedy in the movie so, despite the extremely tense story, there were a number of moments when the entire theater erupted with laughter.  I think this is my favorite Matt Damon performance ever.  Usually I find him flat and uninteresting, or over-dramatized.  Yet he embraced the wise-cracking nature of Mark Watney, and actually sold me on the more emotional moments as well.  I was on his side from the beginning which I never expected with Matt Damon in the lead role.

The whole film felt like it was based on true events.  It was very reminiscent of Apollo 13, which made the tension even more palpable.  You felt like this was something that happened to a real person, and wondered if he could survive.  I loved how there wasn't a villain in the story, too.  There's nothing more inspiring to me than movies where everyone pulls together in order to solve a problem and that's what The Martian is all about.  The collaboration between so many different people was superb.  Everyone including mission control, the crew on the Watney's ship, and even the bureaucrats running NASA were willing to risk everything to do the right thing.  Of course that's not even mentioning all the amazing problem-solving that Watney has to do on his own.  I was touched by his struggles to survive, and felt so much sympathy whenever he hit a roadblock.  If I were to make any complaint at all it would be that we didn't get enough time with the crew of the Hermes.  I think it might have added a little more emotional impact to certain scenes if they were put center stage during more of the film.  However, it's a minor flaw in what I found to be an extremely entertaining film.  The Martian is one of those rare movies that I have recommended to everyone, so don't miss it.",Ben L,False,False,False,False,4.5,"Oct 27, 2015",Ben L,/user/id/855043855,RT,855043855,https://graph.facebook.com/v3.3/1077523731/picture,The Martian
4.5,"The Martian is a Ridley Scott film and don't worry..... its a good one. Yes, the Alien director has been fairly inconsistent of late but put together a great film in the Martian. Obviously we can't give Scott all the credit because the performances were top notch. Matt Damon was both hilarious and electric in his role as Mark Watney. Also Chiwetel Ejiofor was so good in this movie, and i can definitely see him getting a supporting actor nod for his role. Now lets attend back to my hard on for Mr.Scott. One thing you can always expect when walking into a Ridley Scott film is that it will be visually stunning, and this film is GORGOUS. Mars is a character of its own in this film like Mount Everest is to ""Everest"". The planet looks like the coolest sandbox you'll ever visit and probably had people checking Expedia for one way trips. The only thing that rubbed me the wrong way is that i they try and tie in his parents at one point late in the film and i just wish there was more to that. His parents seem to be the only family he has on earth and i believe that if they were able to just touch on their relationship just a bit more then that would add a scoop of give a **** for the viewers. Overall the film is great and that con is really just nit picking at what was a well acted, directed, written and shot film.",Michael C,False,False,False,False,4.5,"Oct 27, 2015",Michael C,/user/id/797840572,RT,797840572,https://graph.facebook.com/v3.3/500121515/picture,The Martian
4.5,Scott's most emotional film,Alejandro S,False,False,False,False,4.5,"Oct 27, 2015",Alejandro S,/user/id/960933898,RT,960933898,,The Martian
5.0,Beautiful made movie casting was great and humor made the film enjoyable,judd d,False,False,False,False,5.0,"Oct 27, 2015",judd d,/user/id/948266305,RT,948266305,,The Martian
5.0,"Absolutely excellent. Feels like watching the real thing. R. Scott has redeemed his Prometheus miss/mess. Excellent cast. Matt Damon maintains his status as an every-man, who can bring an audience along, inside any story.",Geoff S,False,False,False,False,5.0,"Oct 27, 2015",Geoff S,/user/id/969315447,RT,969315447,,The Martian
4.5,"This was a very good movie. It was redeeming, funny, dramatic, and it even had a little bit of action thrown in there. I was on the edge of my seat for the whole second half of the movie, and for the first half I was too busy laughing historically to be in suspense. Matt Damon was awesome. Donald Glover's role was perfect, just a bit too short. Jeff Daniels was great. The acting as a whole was superb. The only problem I had with this movie, and the reason why I'm giving it only a 4.5/5 star rating, is that I think the ending was drawn out. If you've seen the movie, you'd know what I mean. It should have ended a few scenes before it did. For fear of spoiling this awesome piece of film, I won't elaborate. But I thoroughly enjoyed this movie. Which is why I am giving it such a high rating.",Zachary B,False,False,False,False,4.5,"Oct 27, 2015",Zachary B,/user/id/972051854,RT,972051854,,The Martian
2.5,"Aside From The Fact He Would Most Certainly Be Irradiated From An Incredible Amount Of Time (300+ Days?) Exposure To The Solar Radiation, Which Is Almost Certainly A One Way Ticket To Cancer..He Tinkers With A Plutonium Isotope & Saves His Arse With Gaffer Tape A Few Times Too...Sooooo I Guess It Jumps The Shark A Large Number Of Times, But Is Still Reasonably Entertaining, Thanks To A Dark-Humored Monologue. The Cost Of Rescue Would Be Also So Exorbitant That In Reality, Every Astronaut Would Know, Any Ticket To Space, Is Not Always A Return One.",Timm S,False,False,False,False,2.5,"Oct 26, 2015",Timm S,/user/id/791926907,RT,791926907,https://graph.facebook.com/v3.3/622122186/picture,The Martian
5.0,This was full-on entertaining from start to finish. Great acting all around and kept you riveted.,Lorne L,False,False,False,False,5.0,"Oct 26, 2015",Lorne L,/user/id/908486468,RT,908486468,,The Martian
5.0,movie was so awasome and if you like movies about Matt Damon i reccomed the martian and i think it is a same plot to the movie Castaway,Tyler D,False,False,False,False,5.0,"Oct 26, 2015",Tyler D,/user/id/971285781,RT,971285781,,The Martian
2.0,Didn't understand this 93% approval,Cassia B,False,False,False,False,2.0,"Oct 26, 2015",Cassia B,/user/id/972049333,RT,972049333,https://graph.facebook.com/v3.3/10153389487709216/picture,The Martian
5.0,an excellent movie. the power of science on free thinking,Fernando R,False,False,False,False,5.0,"Oct 26, 2015",Fernando R,/user/id/960097630,RT,960097630,,The Martian
5.0,very good movie the store line was good,Veeshell W,False,False,False,False,5.0,"Oct 26, 2015",Veeshell W,/user/id/912693781,RT,912693781,https://graph.facebook.com/v3.3/1235834904/picture,The Martian
2.5,"There have been better movies made about space, and there are elements of the film that are borderline amateur, such as weak dialogue, an uneven tone, and film cliches.",Matthew Samuel M,False,True,False,False,2.5,"Oct 26, 2015",Matthew Samuel M,/user/id/896467979,RT,896467979,https://graph.facebook.com/v3.3/100000293612769/picture,The Martian
4.0,A bit overdone and melodramatic at times but overall a good movie.,Mark S,False,False,False,False,4.0,"Oct 26, 2015",Mark S,/user/id/972047672,RT,972047672,,The Martian
5.0,It was really cliche but an awesome movie! If you have doubts you have not experienced the outstanding quintessence that happens in this movie!,Amaya M,False,False,False,False,5.0,"Oct 26, 2015",Amaya M,/user/id/918444925,RT,918444925,,The Martian
4.5,"Simply a fantastic movie.  Matt Damon does a superb job. Intense, funny, all the emotions, really.",Kyle J,False,False,False,False,4.5,"Oct 26, 2015",Kyle J,/user/id/786261508,RT,786261508,https://graph.facebook.com/v3.3/21105412/picture,The Martian
4.5,Just a great freaking movie. Well done on every aspect. The plot the story the action the drama all top notch.,derrick h,False,False,False,False,4.5,"Oct 26, 2015",derrick h,/user/id/901252992,RT,901252992,,The Martian
4.0,This movie was satisfying and left only a few questions unanswered.  I would watch it again happily.,Matt C,False,False,False,False,4.0,"Oct 26, 2015",Matt C,/user/id/783910517,RT,783910517,https://graph.facebook.com/v3.3/621720330/picture,The Martian
5.0,The movies was so good if your interested into space and stuff or scifi,Alex C,False,False,False,False,5.0,"Oct 26, 2015",Alex C,/user/id/972046925,RT,972046925,,The Martian
5.0,"Definitely one of the best films of the year. Matt Damon and Jessica Chastain prove their acting chops once more, along with great performances by Jeff Daniels, Chiwetel Ejiofor, Donald Glover, and Kristen Wigg. It places you on the edge of your seat from the very beginning, and it makes it less likely for you to know what will happen. Recommended highly to everyone out there who has not seen it yet!",Sam C,False,False,False,False,5.0,"Oct 26, 2015",Sam C,/user/id/927675468,RT,927675468,,The Martian
3.5,"Acting good, story line far fetched specially at the end. Basically enjoyed it but be aware you need to see it with your tongue in your cheek.",Grahame W,False,False,False,False,3.5,"Oct 26, 2015",Grahame W,/user/id/972046736,RT,972046736,,The Martian
5.0,fantastic really enjoyed this was not what I expected,Deborah S,False,False,False,False,5.0,"Oct 26, 2015",Deborah S,/user/id/968966534,RT,968966534,,The Martian
4.0,Ridley Scott back on form with a high tech Robinson Crusoe tale that keeps you interested for 2 hours 20 minutes. Matt Damon does a great job as a botanist who is an even better engineer as he invents increasingly complex ways of staying alive.,Tim F,False,False,False,False,4.0,"Oct 26, 2015",Tim F,/user/id/793261035,RT,793261035,,The Martian
4.5,better than I expected. very entertaining.,Grace M,False,False,False,False,4.5,"Oct 26, 2015",Grace M,/user/id/912462032,RT,912462032,,The Martian
4.5,"Matt Damon is about the only movie star who can make us believe he's a newdy botanist, trapped on Mars, and who--when pushes come to to shoves-- has all ""the right stuff""",Rohn M,False,False,False,False,4.5,"Oct 26, 2015",Rohn M,/user/id/970378309,RT,970378309,https://graph.facebook.com/v3.3/10203195809071630/picture,The Martian
5.0,I would say it's even better than interstellar...,Alec M,False,False,False,False,5.0,"Oct 26, 2015",Alec M,/user/id/906998764,RT,906998764,,The Martian
5.0,Superb!  Better than expected.,Otha e,False,False,False,False,5.0,"Oct 26, 2015",Otha e,/user/id/966879732,RT,966879732,,The Martian
4.0,"One of the best movie adaptions from a book I've ever seen! I read the book, by Andy Weir, prior to the movie and really liked it. I really hoped that The Martian was just as good. It might even have been better! Seeing it on screen and acted out even helped me understand it more. The casting, the humor, and the special affects were top notch. This was by no means a perfect movie, but definitely one worth seeing sometime in your life, if not in theaters.",Nathaniel A,False,False,False,False,4.0,"Oct 26, 2015",Nathaniel A,/user/id/972045981,RT,972045981,,The Martian
5.0,"Acting was great. This was a feel good space movie. It looks like the film was heavily heavily co-opted by NASA and JPL though.  Due to the amount of science and tech artifacts they had, and also the amount of logos used, and seemingly accurate space talk. I have to say this is a 180? flip from how films have been portraying near term space travel. Usually, space is depicted as cold, confusing, hopeless, spinning, pressure losing, void. 

Pros: What this film did was actually make space travel look fun and appealing. Which brings me to this: is the industry gong to stop making ""space"" looking like an ice cold spinning void, and start making it look like a long trip on southwest airlines? 

Cons: I would have liked to see outside of Matt Damon's botany lab and car VLOGs, and to see more adventurous stunts like him climbing, finding caves, and showing some of the actual life that is on Mars now. Instead I felt like we were a little cooped up in his small labs, and we didn't get a feel for home much adventure is actually awaiting us on Mars. Another con is they kind of made Damon's character look like a wimp, I think the more likely people to colonize mars would be a group of USMC types who don't mind welding 10 hours a day and who have experience surviving crazy conditions.",Ray R,False,False,False,False,5.0,"Oct 26, 2015",Ray R,/user/id/972045760,RT,972045760,,The Martian
3.5,"Highly entertaining, if perhaps Scott got carried away with the story and its 'reality'.",Francis M,False,False,False,False,3.5,"Oct 26, 2015",Francis M,/user/id/901921111,RT,901921111,https://graph.facebook.com/v3.3/100001065592948/picture,The Martian
4.0,"I'd recommend""the Martian""  to anyone without hesitation. Iit my understanding that the author of the book ensured that everything that occurred was scientifically possible.",Carolyn C,False,False,False,False,4.0,"Oct 26, 2015",Carolyn C,/user/id/906953062,RT,906953062,,The Martian
4.5,"The Martian puts the 'science' into science-fiction. A great balance of smart, thrilling, and funny, Damon delivers a great performance the latest installment of his 'stranded on a planet' series.",Tom B,False,False,False,False,4.5,"Oct 26, 2015",Tom B,/user/id/972045275,RT,972045275,,The Martian
5.0,Absolutely brilliant. A tour de force from Matt Damon. Loved it!,Emma S,False,False,False,False,5.0,"Oct 26, 2015",Emma S,/user/id/972045258,RT,972045258,https://graph.facebook.com/v3.3/10206878921280788/picture,The Martian
5.0,"Great film, and surprisingly a-political and patriotic, Reminded me of a Ron Howard movie, genuinely agreeable and heartfelt, non of the gratuitous gore and special effects that define most of today's sci-fi. I found it superior to Interstellar, not in the mind-game sense, but in the overall plot, character, just made me care more about the characters. Interstellar was just too long and I wanted it to end; this movie felt just about right, and left you a bit choked up and smiling on the way out, a ""feel good"" flick for sure.",Frank M,False,False,False,False,5.0,"Oct 26, 2015",Frank M,/user/id/842703941,RT,842703941,https://graph.facebook.com/v3.3/759449042/picture,The Martian
2.5,Nothing new to see here.,Seamus F,False,False,False,False,2.5,"Oct 26, 2015",Seamus F,/user/id/927655136,RT,927655136,,The Martian
5.0,"The most epic and breathtaking science fiction film since ""Interstellar""!  A+",Dylan G,False,False,False,False,5.0,"Oct 26, 2015",Dylan G,/user/id/966201394,RT,966201394,https://graph.facebook.com/v3.3/100003316558806/picture,The Martian
2.5,Ok but TOOOO long - needed an hour shaving off it,Holly A,False,False,False,False,2.5,"Oct 26, 2015",Holly A,/user/id/972044523,RT,972044523,,The Martian
5.0,"Really, really enjoyable! Great stuff.",Gareth J,False,False,False,False,5.0,"Oct 26, 2015",Gareth J,/user/id/786461631,RT,786461631,https://graph.facebook.com/v3.3/524170648/picture,The Martian
4.0,This was a great movie.  It did not disappoint even after all of the hype associated with it. The acting was top rate and the script was even and smooth.  The movie kept your interest the whole time.  The only complaint I have is that is ran a little too long.,Georgiana D,False,False,False,False,4.0,"Oct 26, 2015",Georgiana D,/user/id/951722640,RT,951722640,,The Martian
