title,first_genre,cleaned_plot,imdb_rating
The Waters: Phase One,action,"['hurricane', 'katrina', 'ravaged', 'gulf', 'coast', 'mysterious', 'virus', 'taken', 'city', 'new', 'orleans', 'leaving', 'population', 'infected', 'ravenous', 'rookie', 'reporter', 'carly', 'etland', 'receives', 'call', 'stranger', 'claiming', 'h']",6.2
Kamen Rider Zero-One Others: Kamen Rider Vulcan & Valkyrie,action,"['solds', 'attempt', 'discover', 'freedom', 'first', 'time', 'without', 'zaia', 'enterprise', 'engaging', 'war', 'aims', 'isamu', 'fuwa', 'investigates', 'discover', 'true', 'goal', 'yua', 'yaiba', 'determined', 'carry', 'final', 'mission']",7.7
Shakuhachi: One Sound One Life,documentary,"['shakuhachi', 'ancient', 'instrument', 'lost', 'china', 'nearly', 'thousand', 'years', 'group', 'shakuhachi', 'musicians', 'spent', 'life', 'shakuhachi', 'love', 'shakuhachis', 'sound']",7.5
When One Door Closes,comedy,"['small', 'town', 'boone', 'north', 'carolina', 'jonathan', 'caviness', 'meaningful', 'life', 'complete', 'close', 'friends', 'fulfilling', 'career', 'yet', 'something', 'still', 'missing', 'unexpected', 'phone', 'call', 'jonathans', 'high', 'school', 'sweeth']",7.1
Jonathan Ross Presents for One Week Only: Alejandro Jodorowsky,documentary,"['profile', 'chilean', 'film', 'maker', 'alejandro', 'jodorowsky', 'new', 'film', 'santa', 'sangre']",7.0
One for the Money,comedy,[],7.5
The Making of 'One Hour Photo',documentary,[],6.2
"Nine Boys, One Heart",comedy,"['christmas', 'season', 'christine', 'singer', 'friends', 'find', 'penniless', 'falls', 'asleep', 'dreams', 'goes', 'heaven', 'followed', 'friends', 'waking', 'back', 'ground', 'reality', 'miraculously', 'g']",6.0
Love the One You're with,drama,"['businessman', 'puts', 'credit', 'cards', 'briefcase', 'trunk', 'car', 'gets', 'wildly', 'drunk', 'wakes', 'find', 'girl', 'nothing', 'else']",3.5
One Life to Live,drama,"['two', 'part', 'special', 'aids']",7.9
One More Orbit,documentary,"['tribute', 'apollo', '11', 'took', '50', 'years', 'ago', 'former', 'astronaut', 'col', 'terry', 'virts', 'crew', 'depart', 'cape', 'canaveral', 'attempt', 'break', 'roundtheworld', 'speed', 'record', 'aircraft', 'flying', 'north', 'south']",8.3
One Night in Vegas,drama,"['james', 'genie', 'estranged', 'couple', 'must', 'go', 'way', 'vegas', 'rekindle', 'lost', 'sparkle', 'relationship', 'find', 'happens', 'vegas', 'doesnt', 'always', 'stay', 'vegas']",6.3
One Sunday Night,comedy,[],3.6
The Autistic Me: One Year On,documentary,"['follow', 'episode', 'bbc', 'documentary', 'autistic', '2009it', 'shows', 'progress', 'three', 'male', 'adolescents', 'autistic', 'disorders', 'oliver', 'alex', 'tom', 'made', 'one', 'year', 'later']",7.0
Only for One Night,drama,"['infamous', 'safebreaker', 'seeks', 'refuge', 'house', 'compassionate', 'prostitute', 'experience', 'timid', 'rather', 'unexpected', 'bond', 'recounts', 'painful', 'story']",6.2
"One More, One Less",drama,[],7.0
Mississipi One,drama,"['released', 'mental', 'hospital', 'david', 'woolf', 'kidnaps', 'daughter', 'melodie', 'drives', 'paris', 'belgium', 'stopping', 'get', 'young', 'girls', 'hair', 'cut', 'disguise', 'car', 'breaks', 'two', 'check', 'hotel']",5.7
One of Our Own,drama,"['dr', 'jake', 'goodwin', 'chief', 'neurosurgeon', 'busy', 'city', 'hospital', 'makes', 'rounds', 'goodwin', 'becomes', 'involved', 'vast', 'array', 'medical', 'cases', 'problems', 'arise', 'top', 'doctor']",7.5
One Shot,documentary,[],6.6
Bring Back... The One-Hit Wonders,documentary,[],6.2
One Day in Houston,documentary,"['modern', 'documentary', 'details', 'day', 'life', 'americas', '4th', 'largest', 'city']",7.8
One Moment Please,documentary,[],6.6
One Day Everything Will Be All Right,documentary,[],6.5
No One Gets Out Alive!,documentary,"['take', 'journey', 'matrix', 'clandestine', 'geoengineering', 'bioengineering', 'operations']",7.1
One Per Person,animation,"['awkward', 'fast', 'food', 'worker', 'gains', 'new', 'perspective', 'life', 'competing', 'customers', 'excessively', 'happygolucky', 'rival']",7.0
One of Ours,documentary,"['haitianborn', 'heiltsuk', 'french', 'canadian', 'youth', 'racially', 'profiled', 'indigenous', 'basketball', 'tournament', 'wrestles', 'shaken', 'sense', 'belonging', 'indigenous', 'adoptive', 'family', 'attempting', 'heal', 'past']",
"Two Prides, Two Worlds... One Europe?",documentary,"['film', 'tells', 'story', 'four', 'gay', 'estonians', 'preparation', 'baltic', 'pride', 'next', 'year', 'doubt', 'approach', 'would', 'suited']",7.7
One Night in Bhopal,drama,"['tells', 'story', 'worlds', 'worst', 'industrial', 'disaster', 'drama', 'reconstruction', 'eyes', 'five', 'survivors']",7.6
One Wall: Kings of Coney Island,documentary,"['handball', 'ultimate', 'city', 'game', 'played', 'highest', 'level', 'beautiful', 'brutal', 'one', 'player', 'describes', 'like', 'boxing', 'except', 'ball', '50', 'years', 'national', 'one', 'wall', 'handball', 'champions']",7.7
Day One,drama,"['day', 'one', 'nbc', 'made', 'tv', 'scifi', 'movie', 'originally', 'written', 'tv', 'series', 'pilot', 'apartment', 'residents', 'survive', 'unknown', 'worldwide', 'cataclysm', 'destroys', 'modern']",6.9
One Wall: Kings of Coney Island,documentary,"['handball', 'ultimate', 'city', 'game', 'played', 'highest', 'level', 'beautiful', 'brutal', 'one', 'player', 'describes', 'like', 'boxing', 'except', 'ball', '50', 'years', 'national', 'one', 'wall', 'handball', 'champions']",7.7
Day One,drama,"['day', 'one', 'nbc', 'made', 'tv', 'scifi', 'movie', 'originally', 'written', 'tv', 'series', 'pilot', 'apartment', 'residents', 'survive', 'unknown', 'worldwide', 'cataclysm', 'destroys', 'modern']",6.9
A One Time Thing,comedy,"['casey', 'hill', 'finds', 'fiance', 'bed', 'another', 'woman', 'two', 'days', 'wedding', 'shes', 'seek', 'revenge', 'revenge', 'one', 'time', 'thing', 'gets', 'pregnant', 'instead', 'dropping']",8.0
Roots: One Year Later,documentary,[],7.2
One of the Lucky Ones,drama,"['story', 'blind', 'girls', 'determination', 'succeed', 'seeing', 'world']",6.9
One Shivery Night,comedy,"['hugh', 'partner', 'dudley', 'assigned', 'demolish', 'old', 'mansion', 'thats', 'rumored', 'fortune', 'hidden', 'inside', 'somewhere', 'arrive', 'meet', 'two', 'fortune', 'hunters', 'try', 'scare', 'hugh', 'dudley', 'away']",7.0
"Two Prides, Two Worlds... One Europe?",documentary,"['film', 'tells', 'story', 'four', 'gay', 'estonians', 'preparation', 'baltic', 'pride', 'next', 'year', 'doubt', 'approach', 'would', 'suited']",7.7
One Night in Bhopal,drama,"['tells', 'story', 'worlds', 'worst', 'industrial', 'disaster', 'drama', 'reconstruction', 'eyes', 'five', 'survivors']",7.6
One Wall: Kings of Coney Island,documentary,"['handball', 'ultimate', 'city', 'game', 'played', 'highest', 'level', 'beautiful', 'brutal', 'one', 'player', 'describes', 'like', 'boxing', 'except', 'ball', '50', 'years', 'national', 'one', 'wall', 'handball', 'champions']",7.7
One Bad Habit,drama,"['three', 'close', 'friends', 'find', 'dangerous', 'situations', 'try', 'end', 'toxic', 'relationships', 'theyre']",
One Piece Podcast Goes to Japan,documentary,"['exclusive', 'documentary', 'chronicles', 'impact', 'one', 'piece', 'currently', 'japan', 'beyond', 'hosts', 'greg', 'werner', 'zach', 'logan', 'take', 'viewer', 'new', 'world', 'adventure', 'various', 'locales', 'one', 'piece', 'themed', 'events', 'ar']",8.0
One Night in Powder,comedy,"['little', 'known', 'british', 'rocker', 'create', 'ultimate', 'scene', 'staging', 'hip', 'trendy', 'ultimately', 'ridiculous', 'night', 'london', 'ever', 'witnessed', 'meet', 'kevin', 'powder', 'simple', 'man', 'simple', 'dream', 'create', 'ultimate']",8.0
One Brief Summer,drama,"['man', 'mistress', 'daughter', 'young', 'girl', 'comes', 'lives']",6.5
One Man Band,animation,[],5.4
It Happened One Sunday,comedy,"['sweet', 'innocent', 'moya', 'arrives', 'liverpool', 'native', 'cork', 'immediately', 'gets', 'mixed', 'handsomebutdodgy', 'canadian', 'seaman', 'tom', 'rozzers', 'bad', 'guys', 'true', 'love', 'prevail']",6.8
One Armed Hero,action,"['sam', 'iron', 'bridge', 'governor', 'canton', 'fights', 'rival', 'mu', 'married', 'man', 'attempts', 'bring', 'peace', 'married', 'lifehelping', 'troopsthe', 'chain', 'events', 'follow', 'makes', 'sam', 'lose', 'wifefriends', 'limb']",4.6
"The One, the Only, the Real Tarzan",documentary,"['one', 'real', 'tarzan', 'compelling', 'look', 'turbulent', 'life', 'johnny', 'weissmuller', 'olympic', 'champion', 'became', 'famous', 'tarzan', 'movies']",6.1
One Per Cent,documentary,"['behind', 'ivy', 'gates', 'past', 'stateoftheart', 'security', 'cameras', 'long', 'private', 'driveways', 'live', 'top', 'onepercent', 'wealthiest', 'americans', 'imagine', 'one', 'per', 'cent', 'original']",8.6
Dance with the One,drama,"['nates', 'little', 'brother', 'hippie', 'dad', 'depend', 'literally', 'everything', 'wellmeaning', 'small', 'time', 'pot', 'dealer', 'nate', 'wants', 'nothing', 'run', 'away', 'nikki', 'love', 'life', 'get', 'texas', 'nates']",6.9
One Moment,comedy,"['middleage', 'siblings', 'struggle', 'manage', 'lives', 'caring', 'recently', 'widowed', 'aging', 'father', 'welcome', 'sandwich', 'generation']",8.3
Jimmy Part 1 Did You Get One?,drama,"['jimmy', 'product', 'complicated', 'family', 'curse', 'strange', 'young', 'man', 'never', 'knew', 'identity', 'parents', 'lacks', 'education', 'selfawareness', 'amp', 'selfesteem', 'mentally', 'challenged', 'unable', 'speak', 'intelligible', 'language']",4.9
The One Ticket,comedy,"['30yearold', 'pong', 'single', 'father', 'struggling', 'look', 'role', 'model', '7yearold', 'daughter', 'chaos', 'ensues', 'pong', 'friends', 'set', 'mission', 'find', 'rare', 'berryz', 'kobo', 'concert', 'ticket', 'daughter']",6.0
One by Two,comedy,"['one', 'two', '1993', 'indian', 'telugu', 'film', 'directed', 'shiva', 'nageshwar', 'rao', 'film', 'stars', 'srikanth', 'j', 'chakravarthy', 'nirosha', 'nagesh', 'sudhakar', 'lead', 'roles', 'film', 'musical', 'score', 'vidyasagar']",6.2
The History of One Doll,animation,"['film', 'based', 'true', 'fact', 'creation', 'quixote', 'dolls', 'prisoners', 'auschwitz', 'concentration', 'camp', 'dramatic', 'story', 'strength', 'resilience', 'human', 'spirit', 'fight', 'fascism']",6.4
One Funny Knight,animation,[],5.4
One Shot One Kill,documentary,[],7.0
One Too Many on Board,drama,"['ship', 'docks', 'hamburg', 'prosecutor', 'commissioner', 'investigate', 'disappearance', 'skipper', 'happened', 'storm']",5.8
Alabama: 41 Number One Hits Live,documentary,[],8.7
There's Only One Paul McCartney,documentary,"['affectionate', 'portrait', 'man', 'musician', 'week', 'sees', 'exbeatie', 'playing', 'buckingham', 'palace', 'concert']",7.7
The Best of RiffTrax Shorts: Volume One,comedy,"['rifftrax', 'crew', 'riffs', 'nine', 'oddball', 'instructional', 'educational', 'short', 'films']",5.6
"Al Murray: one man, one guvnor",comedy,"['pub', 'landlord', 'back', 'save', 'nation', 'latest', 'standup', 'extravaganza', 'knows', 'country', 'really', 'needs', 'right', 'bloke', 'waving', 'pint', 'around', 'offering', 'common', 'sense', 'solutions']",
Alabama: 41 Number One Hits Live,documentary,[],8.7
There's Only One Paul McCartney,documentary,"['affectionate', 'portrait', 'man', 'musician', 'week', 'sees', 'exbeatie', 'playing', 'buckingham', 'palace', 'concert']",7.7
Meghan and Harry Plus One,documentary,"['changes', 'life', 'americanborn', 'meghan', 'markle', 'since', 'marrying', 'prince', 'harry', 'arrival', 'couples', 'royal', 'heir', 'first', 'britishamerican', 'child', 'line', 'throne']",3.1
Citizen Trump: A One Man Show,documentary,"['new', 'film', 'citizen', 'trump', 'visionary', 'writerdirector', 'robert', 'orlando', 'polite', 'bribe', 'silence', 'patton', 'divine', 'plan', 'digs', 'political', 'wars', 'expose', 'trumps', 'epic', 'pursuit', 'become', 'americas', 'leading', 'man']",5.1
The Best of RiffTrax Shorts: Volume One,comedy,"['rifftrax', 'crew', 'riffs', 'nine', 'oddball', 'instructional', 'educational', 'short', 'films']",5.6
"Al Murray: one man, one guvnor",comedy,"['pub', 'landlord', 'back', 'save', 'nation', 'latest', 'standup', 'extravaganza', 'knows', 'country', 'really', 'needs', 'right', 'bloke', 'waving', 'pint', 'around', 'offering', 'common', 'sense', 'solutions']",
One Generation Away,documentary,"['religious', 'freedom', 'clauses', 'constitutions', 'first', 'amendment', 'facing', 'interpretation', 'challenges', 'numerous', 'fronts', 'one', 'generation', 'away', 'visits', 'front', 'lines', 'changing', 'face', 'religious', 'liberty', 'united', 'states']",3.1
One Big Home,documentary,"['community', 'determines', 'destiny', 'market', 'doesnt', 'always', 'decide']",6.7
One Way Boogie Woogie 2012,documentary,[],7.0
The Right One,drama,"['two', 'people', 'crosspath', 'entire', 'life', 'fate', 'decides', 'future']",7.0
You or a Loved One,comedy,"['reeling', 'withdrawal', 'effects', 'pharmaceutical', 'drug', 'trial', 'reclusive', 'aspiring', 'illustrator', 'sets', 'form', 'relationship', 'outgoing', 'gal', 'despite', 'continuous', 'efforts', 'solitude', 'isolation', 'parker', 'uncertain']",9.1
Breakfast Impossible: Series One,action,[],3.7
One Self: Fish/Girl,animation,"['young', 'womans', 'diary', 'depicts', 'layered', 'poetic', 'inner', 'efforts', 'deal', 'world', 'overcome', 'selfdoubt']",
Breakfast Impossible: Series One,action,[],3.7
One Self: Fish/Girl,animation,"['young', 'womans', 'diary', 'depicts', 'layered', 'poetic', 'inner', 'efforts', 'deal', 'world', 'overcome', 'selfdoubt']",
Every Man Needs One,comedy,"['male', 'chauvinist', 'architect', 'pressured', 'hiring', 'feminist', 'assistant', 'finds', 'falling']",5.5
The Making of 'One from the Heart',documentary,"['short', 'documentary', 'francis', 'ford', 'coppola', 'musical', 'one', 'heart']",6.5
One Night Hand,comedy,"['man', 'must', 'deal', 'lonely', 'nights', 'broken', 'heart', 'hand', 'breaks', 'fans', 'kids', 'hall', 'enjoy', 'ridiculous', 'tale', 'heartbreak']",8.7
Election Special: One Bullet One Vote,comedy,"['log', 'cabin', 'montana', 'rich', 'hall', 'writes', 'friend', 'mike', 'wilmot', 'come', 'share', 'lively', 'facetoface', 'debate', 'far', 'distractions', 'television', 'computers', 'mobile', 'phones', 'together', 'pair', 'aim', 'fo']",9.2
Tracy Morgan: One Mic,documentary,[],5.7
One day in Abkhazia.,documentary,"['2015', 'year', 'travel', 'trip', 'abkhazia']",9.6
One Taxi Ride,documentary,"['ericks', 'life', 'changed', 'forever', 'got', 'taxi', 'driver', 'two', 'accomplices', 'sexually', 'assaulted', '17yearold', 'never', 'went', 'police', 'never', 'saw', 'doctor', 'never', 'told', 'family', 'friends', 'feeling', 'broken']",7.4
Testosterone: Volume One,drama,"['first', 'volume', 'collection', 'gay', 'shorts', 'four', 'corners', 'world', 'set', 'pulse', 'racing', 'intense', 'effects', 'first', 'love', 'deliciously', 'campy', 'tale', 'camping', 'trip', 'gone', 'horribly', 'wrong']",5.2
Twenty One Points,animation,"['twentyone', 'points', 'lighthearted', 'eccentric', 'buddy', 'movie', 'grown', 'man', 'imaginary', 'friend', 'mum', 'set', 'single', 'day', 'suburban', 'new', 'zealand']",5.6
Day One,drama,[],7.0
Day One,drama,[],7.0
One Step More to the Sea,drama,"['wonwoo', 'high', 'school', 'girl', 'suffers', 'narcolepsy', 'lives', 'overprotective', 'single', 'mom', 'yunhee', 'mother', 'daughter', 'live', 'day', 'day', 'stone', 'cold', 'hearts', 'one', 'day', 'two', 'men', 'appear', 'life']",6.4
One Night in Hell,animation,"['skeletons', 'journey', 'stereoscopic', 'hell']",7.6
The U.N.I.T Family: Part One,documentary,"['first', 'part', 'documentary', 'looks', 'creation', 'unit', 'family', 'first', 'part', 'deals', 'back', 'end', 'troughton', 'era', 'first', 'year', 'pertwee', 'years']",6.7
One Way Wahine,comedy,"['hawaii', 'man', 'convinces', 'couple', 'runaway', 'teenagers', 'help', 'rip', 'pair', 'bank', 'robbers']",4.6
One October,documentary,"['portrait', 'new', 'york', 'city', 'people', 'october', '2008', 'film', 'celebrates', 'resiliency', 'human', 'spirit', 'beauty', 'lies', 'rich', 'cultural', 'tapestry', 'dynamic', 'metropolis']",7.1
Victori: The Truth Just Can't Be One Thing,documentary,"['25', 'year', 'old', 'risk', 'management', 'analyst', 'ed', 'victori', 'leaves', 'job', 'finance', 'start', 'managing', 'art', 'career', 'father', 'victor', 'victori']",8.2
Costa Concordia Disaster: One Year On,documentary,"['extensive', 'look', 'series', 'events', 'leading', 'sinking', 'costa', 'concordia', 'cruise', 'liner', 'details', 'plans', 'refloat', 'ship', 'one', 'expensive', 'challenging']",7.3
One October,documentary,"['portrait', 'new', 'york', 'city', 'people', 'october', '2008', 'film', 'celebrates', 'resiliency', 'human', 'spirit', 'beauty', 'lies', 'rich', 'cultural', 'tapestry', 'dynamic', 'metropolis']",7.1
Victori: The Truth Just Can't Be One Thing,documentary,"['25', 'year', 'old', 'risk', 'management', 'analyst', 'ed', 'victori', 'leaves', 'job', 'finance', 'start', 'managing', 'art', 'career', 'father', 'victor', 'victori']",8.2
Costa Concordia Disaster: One Year On,documentary,"['extensive', 'look', 'series', 'events', 'leading', 'sinking', 'costa', 'concordia', 'cruise', 'liner', 'details', 'plans', 'refloat', 'ship', 'one', 'expensive', 'challenging']",7.3
One Step Closer,drama,[],8.0
One Night,drama,"['beckius', 'family', 'lives', 'near', 'border', 'russia', 'youngest', 'son', 'armas', 'lives', 'wild', 'life', 'ultimately', 'leads', 'break', 'family', 'takes', 'joins', 'russian', 'revolution']",6.4
One and a Half,drama,[],6.1
And No One Could Save Her,drama,"['woman', 'searches', 'husband', 'boarded', 'plane', 'ireland', 'disappeared']",7.3
Elayne Boosler: Party of One,comedy,"['elayne', 'booslers', 'first', 'showtime', 'standup', 'comedy', 'special']",6.9
One Man Show: A Musical Documentary,documentary,"['1999', 'gay', 'puerto', 'rican', 'performance', 'artist', 'john', 'falcon', '45', 'million', 'dollars', 'new', 'york', 'state', 'lottery', '1999', 'show', 'tells', 'story', 'includes', 'parts', 'one', 'man', 'show', 'fully', 'financed']",7.2
Celebrating Walt Disney's 'Snow White and the Seven Dwarfs': The One That Started It All,documentary,[],7.5
"One Life: To Courtney, with Love",documentary,[],8.6
If One Thing Matters: A Film About Wolfgang Tillmans,documentary,"['1990s', 'wolfgang', 'tillmans', 'made', 'name', 'photos', 'parties', 'club', 'life', 'today', 'one', 'famous', 'photographers', 'world', 'filmmaker', 'heiko', 'kalmbach', 'accompanied', 'tillmans', 'four', 'years', 'result']",6.7
One Week,drama,"['dan', 'works', 'hard', 'successful', 'millionaire', 'big', 'heart', 'younger', 'brother', 'brett', 'complete', 'opposite', 'brett', 'lazy', 'unsympathetic', 'mooches', 'others', 'get', 'dan', 'passes', 'away', 'fatal', 'disease', 'leaves']",7.2
Vae soli (woe to the one who is alone),animation,"['man', 'finally', 'found', 'alone', 'sole', 'ruler', 'empty', 'world', 'eternal', 'desolation', 'might', 'interrupted', 'moment', 'memories', 'different', 'world', 'meadow']",9.1
"In Search of Walt Whitman, Part One: The Early Years (1819-1860)",documentary,"['walt', 'whitman', 'rises', 'hardscrabble', 'boyhood', 'long', 'island', 'brooklyn', 'write', 'masterpiece', 'leaves', 'grass', '1855', 'revolutionizes', 'literature', 'many', 'famous', 'poems', 'profiled']",7.7
One Crazy Summer: A Look Back at Gravity Falls,documentary,"['ultimate', 'gravity', 'falls', 'behind', 'scenes', 'documentary']",9.6
One and a Half Knot,drama,"['four', 'independent', 'mlas', 'assembly', 'elections', 'circumstances', 'compelled', 'run', 'away', 'save', 'lives', 'sapna', 'young', 'girl', 'living', 'alone', 'village', 'gives', 'refuge', 'house', 'rider']",9.5
Don Number One,action,[],7.1
At One View,animation,[],6.6
Only One New York,documentary,[],8.8
Dokken: One Live Night,documentary,[],8.2
Two for One,comedy,[],4.2
Burt Bacharach: One Amazing Night,documentary,[],8.0
The George Burns One-Man Show,comedy,"['george', 'burns', 'fakes', 'cough', 'ruse', 'get', 'celebrities', 'perform', 'onemanshow']",7.2
Don Number One,action,[],7.1
"Out of the Many, the One",documentary,"['chanting', 'hopi', 'priests', 'lazy', 'swells', 'hawaiian', 'slide', 'guitar', 'accordions', 'ringing', 'across', 'cajun', 'bayous', 'ferocious', 'latina', 'folk', 'singers', 'surge', 'american', 'innovation', 'propels', 'nationwide', 'movement', 'global', 'phenomenon']",7.0
The Right One,action,"['alex', 'deals', 'dangerous', 'criminal', 'bad', 'results', 'desperate', 'needs', 'help', 'person', 'become', 'urban', 'legend', 'need']",6.6
Batman Year One: A Conversation with DC Comics,documentary,"['michael', 'uslan', 'talks', 'batman', 'dan', 'didio', 'dennis', 'oneil', 'scott', 'snyder', 'writer', 'group', 'discusses', 'made', 'batman', 'fans']",7.2
One Scene,comedy,"['katrin', 'woman', 'knows', 'wants', 'shes', 'enough', 'snow', 'ice', 'sheep', 'always', 'want', 'fed', 'meets', 'grizzler', 'wanderer', 'life', 'takes', 'sharp', 'turn', 'towards', 'unexpected']",7.8
Don Number One,action,[],7.1
"Out of the Many, the One",documentary,"['chanting', 'hopi', 'priests', 'lazy', 'swells', 'hawaiian', 'slide', 'guitar', 'accordions', 'ringing', 'across', 'cajun', 'bayous', 'ferocious', 'latina', 'folk', 'singers', 'surge', 'american', 'innovation', 'propels', 'nationwide', 'movement', 'global', 'phenomenon']",7.0
One Bad Day,comedy,"['complications', 'ensue', 'overzealous', 'janitor', 'mistaken', 'professional', 'hitman', 'twentyfour', 'hour', 'period']",6.7
Julius and Friends: Hole in One,animation,[],6.9
Barry Manilow: One Voice,documentary,[],7.9
Side by Side Extra: Volume One,documentary,"['extended', 'interviews', 'filmmakers', 'critically', 'acclaimed', 'documentary', 'side', 'side']",
One Voice,documentary,"['documentary', 'film', 'tells', 'story', 'kamehameha', 'schools', 'song', 'contest', 'eyes', 'student', 'song', 'directors', 'prepare', 'compete', 'celebration', 'revitalization', 'hawaiian', 'language', 'sto']",8.2
The Power of One,animation,[],6.1
"Edward & George: Two Brothers, One Throne",documentary,"['complex', 'relationship', 'royal', 'brothers', 'edward', 'viii', 'george', 'vi', 'heart', 'infamous', 'abdication', 'crisis', '1936', 'subject', 'excellent', 'documentary', 'british', 'pathé', 'tvs', 'royalty', 'collection']",7.6
One Bad Day,comedy,"['complications', 'ensue', 'overzealous', 'janitor', 'mistaken', 'professional', 'hitman', 'twentyfour', 'hour', 'period']",6.7
Julius and Friends: Hole in One,animation,[],6.9
Barry Manilow: One Voice,documentary,[],7.9
One on Romance,comedy,"['helen', 'ross', 'spends', 'time', 'reading', 'novels', 'made', 'mind', 'marry', 'young', 'man', 'save', 'something', 'one', 'rescue', 'romantic', 'way', 'father', 'comes', 'room', 'asks', 'com']",8.4
One Exciting Adventure,comedy,"['singer', 'rina', 'sorel', 'goes', 'europe', 'stealing', 'diamonds', 'impulse', 'loves', 'way', 'glitter', 'paris', 'steals', 'diamond', 'jewelry', 'store', 'strange', 'man', 'pays', 'diamond', 'jeweler', 'called', 'po']",7.5
No Other One,animation,"['hal', 'kemp', 'orchestra', 'play', 'title', 'tune', 'singer', 'skinnay', 'ennis', 'bouncing', 'ball', 'animated', 'sequence', 'two', 'billboard', 'hangers', 'put', 'series', 'signs', 'parodying', 'advertising', 'styles', 'time']",5.0
Marriage: Year One,comedy,"['fourthyear', 'medical', 'student', 'marries', 'millionaires', 'daughter', 'insists', 'live', 'little', 'money', 'earns']",6.8
The Graduate: One on One with Dustin Hoffman,documentary,[],5.6
Monk Season One: Mr. Monk and His Emmy Award-Winning Performance,documentary,[],7.5
Marriage: Year One,comedy,"['fourthyear', 'medical', 'student', 'marries', 'millionaires', 'daughter', 'insists', 'live', 'little', 'money', 'earns']",6.8
The Graduate: One on One with Dustin Hoffman,documentary,[],5.6
Monk Season One: Mr. Monk and His Emmy Award-Winning Performance,documentary,[],7.5
Monk Season One: Mr. Monk and His O.C.D.,documentary,[],7.4
One Lagos Night,comedy,"['unemployed', 'graduate', 'risks', 'freedom', 'commit', 'crime', 'hopes', 'would', 'pay', 'big', 'time']",6.6
Matoma: One in a Million,documentary,"['tom', 'studying', 'become', 'music', 'teacher', 'remix', 'uploaded', 'online', 'gets', 'massive', 'success', 'turns', 'small', 'town', 'guy', 'world', 'traveling', 'superstar', 'dj', 'dream', 'tom', 'really', 'wants']",6.0
The Secret History of Air Force One,documentary,"['onehour', 'special', 'utilizes', 'exclusive', 'footage', 'bring', 'audiences', 'inside', 'air', 'force', 'one', 'like', 'never', 'gripping', 'archives', 'paired', 'insider', 'interviews', 'illuminate', 'hidden', 'history', 'presidential', 'flight', 'unveil']",7.8
Two Sisters One Body,documentary,"['explores', 'issues', 'identity', 'immigration', 'sacrifice', 'faced', 'teenage', 'conjoined', 'twins', 'carmen', 'lupita', 'andrade', 'born', 'mexico', 'live', 'connecticut', 'family', 'left', 'mexico', 'girls', 'could', 'receive', 'treatment']",7.6
One More...,drama,"['story', 'little', 'known', 'ice', 'hockey', 'team', 'ladakh', 'india', 'struggles', 'odds', 'keep', 'game', 'alive', 'india', 'get', 'lucky', 'break', 'represent', 'india', 'tournament', 'russia', 'team', 'pulls', 'last']",6.7
Two Sisters One Body,documentary,"['explores', 'issues', 'identity', 'immigration', 'sacrifice', 'faced', 'teenage', 'conjoined', 'twins', 'carmen', 'lupita', 'andrade', 'born', 'mexico', 'live', 'connecticut', 'family', 'left', 'mexico', 'girls', 'could', 'receive', 'treatment']",7.6
One More...,drama,"['story', 'little', 'known', 'ice', 'hockey', 'team', 'ladakh', 'india', 'struggles', 'odds', 'keep', 'game', 'alive', 'india', 'get', 'lucky', 'break', 'represent', 'india', 'tournament', 'russia', 'team', 'pulls', 'last']",6.7
I Woke Up One Morning and Found Myself Famous,documentary,"['film', 'tries', 'explore', 'obsession', 'violent', 'voyeuristic', 'images', 'every', 'form', 'media', 'becoming', 'cannibalistic', 'satisfy', 'desire', 'mind']",7.8
One Thing Left to Do,drama,"['unable', 'come', 'terms', 'death', 'fiance', 'rosie', 'michael', 'escapes', 'south', 'africa', 'fulfill', 'wouldbe', 'honeymoon', 'meets', 'rosies', 'estranged', 'sister', 'summer', 'unwanted', 'uninvited', 'forces']",7.0
Cristiano Ronaldo: The One and Only,documentary,"['61', 'individual', 'awards', 'including', 'record', 'breaking', '5', 'ballon', 'dors', 'cristiano', 'ronaldo', 'become', 'second', 'awardwinning', 'player', 'football', 'history', 'playing', 'young', 'age', 'madeira', 'portugal', 'ronaldo', 'went', 'rise']",
One of Us,comedy,"['loki', 'simon', 'david', 'zimmerman', 'dissatisfied', 'general', 'abookkeeping', 'error', 'ccompany', 'boss', 'wants', 'chuck', 'life', 'offering', 'prospects', 'completely']",7.4
One on One: Classic Television Interviews,documentary,[],6.7
Playboy Number One,comedy,"['professor', 'pierre', 'ginsberg', 'extraordinary', 'french', 'instructor', 'sailing', 'wealthy', 'couple', 'instructor', 'guide', 'france', 'client', 'tries', 'french', 'dining', 'room', 'everything', 'wrong', 'fires', 'gi']",3.6
One Life of Two Women,drama,"['seems', 'lardimaa', 'lives', 'womens', 'dream', 'life', 'snow', 'white', 'wedding', 'dress', 'world', 'wedding', 'reception', 'big', 'expensive', 'house', 'highend', 'furniture', 'wealthy', 'caring', 'husband', 'husband', 'rich', 'seems', 'caring', 'front', 'ever']",5.5
